name,weight_class,height_in,reach_in,stance,wins,losses,ko_wins,sub_wins,dec_wins,ko_losses,sub_losses,dec_losses,strike_accuracy_pct,td_accuracy_pct,td_defense_pct,last_fight_date,first_round_finish_pct,age,last_fight_result,last_fight_method,missed_weight_count,slpm,sapm,control_time_pct,last_fight_opponent,country,short_notice,combat_edge_checked,wikipedia_checked,td_per_15,slpm_r,sapm_r,td_per_15_r,draws,knockdowns_per_fight,td_accuracy_pct_r,espn_fights,sig_strikes_att_per_fight,td_att_per_fight,strike_accuracy_pct_r,knockdowns_absorbed_per_fight,sig_strikes_absorbed_per_fight,td_att_faced_per_fight,sig_strikes_landed_per_min,td_landed_per_15,sig_strikes_absorbed_per_min,fight_minutes_total,absorbed_leg_share,absorbed_body_share,strikes_ground_share,absorbed_head_share,strikes_head_share,strikes_body_share,strikes_distance_share,absorbed_ground_share,strikes_clinch_share,strikes_leg_share,absorbed_distance_share,absorbed_clinch_share
Melissa Croden,,69.0,68.5,Orthodox,8,3,6.0,1.0,1.0,0.0,0.0,3.0,47.3,50.0,66.7,2026-04-18,,35.0,W,,,,,,Daria Zhelezniakova,Canada,,False,False,,,,,,0.333,49.7,3.0,134.0,4.0,46.9,0.0,31.67,5.0,4.266,2.021,2.133,44.5,7.4,30.5,20.0,62.1,70.5,16.3,62.1,0.0,17.9,13.2,71.6,28.4
Jamey-Lyn Horth,,67.0,66.0,Orthodox,9,3,4.0,2.0,3.0,0.0,0.0,3.0,47.6,42.9,80.6,2026-04-18,,36.0,L,,,,,,JJ Aldrich,Canada,,False,False,,,,,,0.0,46.8,7.0,105.0,2.0,43.2,0.0,34.71,5.14,3.801,0.977,2.639,92.1,12.3,27.6,0.9,60.1,52.9,33.1,78.0,1.6,21.1,14.0,83.1,15.2
Gregory Rodrigues,,75.0,75.0,Orthodox,19,6,12.0,3.0,4.0,4.0,0.0,2.0,51.6,34.9,75.0,2026-03-07,,34.0,W,KO/TKO,,,,,Brunno Ferreira,Brazil,,False,False,,,,,,0.571,25.3,14.0,90.86,3.07,48.7,0.286,40.5,0.86,5.53,1.897,4.78,118.6,19.0,21.7,5.6,59.3,73.6,21.5,84.1,1.9,10.2,4.9,86.2,11.8
Vitor Petrino,,74.0,77.5,Orthodox,14,2,8.0,2.0,4.0,1.0,1.0,0.0,48.9,46.2,79.3,2026-03-14,,28.0,W,,,,,,Steven Asplund,Brazil,,False,False,,,,,,0.4,33.0,10.0,68.7,3.9,51.2,0.3,28.1,2.9,3.238,2.602,2.708,103.8,23.5,22.8,15.8,53.7,70.5,18.2,80.7,3.6,3.6,11.3,86.1,10.3
Reinier de Ridder,,76.0,78.0,Southpaw,21,4,5.0,13.0,3.0,3.0,0.0,1.0,48.6,29.2,40.0,2026-03-07,,35.0,L,DEC,,,,,Caio Borralho,Netherlands,,False,False,,,,,,0.333,28.0,6.0,69.67,8.0,47.0,0.167,32.33,0.83,2.472,2.557,2.362,82.1,9.3,12.4,8.9,78.4,59.6,32.0,75.9,24.2,15.3,8.4,68.6,7.2
Jeisla Chaves,,66.0,68.0,Orthodox,8,0,4.0,0.0,4.0,0.0,0.0,0.0,56.2,37.5,62.5,2026-06-06,,29.0,W,,,,,,Yuneisy Duben,Brazil,,False,False,,,,,,0.0,40.3,2.0,132.5,4.0,57.3,0.5,63.0,4.0,4.967,1.5,4.2,30.0,10.3,21.4,9.4,68.3,56.4,32.9,75.8,19.8,14.8,10.7,70.6,9.5
Shamil Gaziev,,76.0,78.5,Orthodox,14,3,9.0,3.0,2.0,3.0,0.0,0.0,46.0,33.3,83.3,2026-05-02,,36.0,L,,,,,,Brando Peričić,Bahrain,,False,False,,,,,,0.286,38.2,7.0,51.86,1.71,44.5,0.429,40.0,0.86,2.937,1.055,4.924,56.9,16.1,20.4,10.2,63.6,71.9,26.3,70.7,0.4,19.2,1.8,94.3,5.4
Jackson McVey,,76.0,77.0,Southpaw,7,2,3.0,4.0,0.0,0.0,2.0,0.0,69.2,,,2026-04-25,,27.0,W,,,,,,Sedriques Dumas,USA,,False,False,,,,,,0.333,,3.0,39.0,0.33,70.1,0.0,14.0,1.33,,,,12.5,,,17.3,,58.0,40.7,18.5,,64.2,1.2,,
Gauge Young,,69.0,70.0,Orthodox,11,3,6.0,1.0,4.0,0.0,1.0,2.0,52.5,30.0,76.6,2026-04-18,,26.0,W,,,,,,Thiago Moisés,USA,,False,False,,,,,,0.25,34.2,4.0,180.5,2.5,52.7,0.0,76.75,11.75,6.317,0.75,5.117,60.0,17.3,30.6,1.8,52.1,52.2,26.6,93.7,0.7,4.5,21.1,93.5,5.9
Elise Reed,,63.0,63.0,Orthodox,8,5,2.0,0.0,6.0,3.0,2.0,0.0,53.2,60.0,53.1,2025-05-17,,33.0,L,KO/TKO,,,,,Denise Gomes,USA,,False,False,,,,,,0.111,50.0,9.0,69.56,0.56,55.4,0.222,35.33,5.44,3.414,0.461,3.26,97.6,18.2,19.8,4.2,61.9,56.2,23.1,83.8,22.0,12.0,20.7,63.8,14.2
Alexandre Pantoja,,65.0,67.5,Orthodox,30,6,8.0,12.0,10.0,1.0,0.0,5.0,57.3,47.6,69.2,2025-12-06,,36.0,L,KO/TKO,,,,,Joshua Van,Brazil,,False,False,,,,,,0.118,49.8,34.0,48.32,2.47,53.8,0.029,24.5,2.29,2.64,1.684,2.337,356.4,7.2,11.5,8.8,81.3,63.4,21.5,81.2,6.8,10.0,15.1,86.3,6.8
Mauricio Ruffy,,71.0,75.0,Orthodox,14,2,13.0,0.0,1.0,1.0,1.0,0.0,57.4,,87.0,2026-06-15,,30.0,W,,,,,,Michael Chandler,Brazil,,False,False,,,,,,0.857,,7.0,61.0,0.14,56.5,0.0,32.0,3.29,4.189,0.0,3.83,58.5,29.5,37.1,16.7,33.5,77.6,6.9,81.2,2.2,2.0,15.5,85.3,12.5
Dooho Choi,,70.0,70.0,Orthodox,17,4,14.0,1.0,2.0,2.0,0.0,2.0,55.6,53.8,59.3,2026-05-16,,35.0,W,,,,,,Daniel Santos,South Korea,,False,False,,,,,,0.333,74.6,15.0,49.87,0.87,57.1,0.2,24.53,1.8,3.437,0.868,3.04,121.0,9.8,25.3,12.7,64.9,69.5,18.5,77.9,5.4,9.4,12.0,79.9,14.7
Brian Ortega,,68.0,69.0,Switch,16,5,3.0,8.0,5.0,2.0,0.0,3.0,37.3,25.0,54.5,2025-08-23,,35.0,L,DEC,,,,,Aljamain Sterling,USA,,False,False,,,,,,0.294,24.9,17.0,116.88,2.82,35.2,0.118,72.53,1.94,3.043,0.738,5.057,243.8,14.0,15.0,4.9,71.0,71.2,18.3,88.5,10.2,6.6,10.5,86.2,3.6
Iwo Baraniewski,,72.0,73.5,Orthodox,9,0,7.0,2.0,0.0,0.0,0.0,0.0,,,,2026-06-06,,27.0,W,,,,,,Junior Tafa,Poland,,False,False,,,,,,1.25,,4.0,18.25,0.5,,0.25,8.0,0.25,,,,3.7,,,,,,,,,,,,
Sean Sharaf,,75.0,77.0,Orthodox,4,2,4.0,0.0,0.0,2.0,0.0,0.0,43.9,11.1,,2025-12-14,,33.0,L,,,,,,Steven Asplund,USA,,False,False,,,,,,0.0,10.3,2.0,135.5,4.5,43.7,0.0,120.5,0.0,,,,16.1,4.1,6.6,6.7,89.2,74.8,18.5,92.4,0.0,0.8,6.7,98.3,1.7
Charles Jourdain,,69.0,69.0,Switch,18,8,8.0,7.0,3.0,1.0,1.0,6.0,49.4,21.7,47.0,2026-04-18,,30.0,W,,,,,,Kyler Phillips,Canada,,False,False,,,,,,0.412,24.0,17.0,124.82,1.35,51.2,0.235,47.35,3.88,5.355,0.383,4.11,195.9,18.1,22.0,7.5,59.9,53.8,28.5,74.2,4.2,18.3,17.7,83.4,12.4
Robelis Despaigne,,79.0,84.0,Orthodox,6,2,6.0,0.0,0.0,0.0,0.0,2.0,59.8,,50.0,2026-05-16,,37.0,W,,,,,,Junior Dos Santos,Cuba,,False,False,,,,,,0.333,,3.0,35.67,0.0,60.4,0.0,25.67,4.0,2.112,0.0,2.541,30.3,23.4,9.1,3.1,67.5,64.1,6.2,81.2,55.8,15.6,29.7,44.2,0.0
Brunno Ferreira,,70.0,72.0,Orthodox,15,4,9.0,5.0,1.0,2.0,1.0,1.0,49.0,22.7,50.0,2026-06-27,,33.0,L,,,,,,Ikram Aliskerov,Brazil,,False,False,,,,,,0.364,22.5,11.0,45.45,2.0,47.6,0.091,25.55,2.18,3.271,1.001,3.752,74.9,18.5,15.7,5.3,65.8,70.2,17.1,89.4,5.7,5.3,12.7,90.4,3.9
Joanderson Brito,,68.0,72.0,Orthodox,19,5,8.0,8.0,3.0,1.0,1.0,3.0,50.7,67.7,57.7,2026-06-06,,31.0,W,,,,,,Jordan Leavitt,Brazil,,False,False,,,,,,0.091,66.2,11.0,41.64,2.82,50.6,0.0,20.27,2.36,2.377,3.227,2.284,97.6,10.8,25.6,25.9,63.7,53.4,17.7,59.9,16.6,14.2,28.9,54.3,29.1
Eduarda Moura,,66.0,67.0,Orthodox,12,2,4.0,5.0,3.0,0.0,0.0,2.0,37.7,34.7,80.0,2026-02-07,,32.0,L,DEC,,,,,Wang Cong,Brazil,,False,False,,,,,,0.0,33.1,6.0,80.83,8.17,34.1,0.167,29.67,1.67,2.569,3.58,2.499,71.2,20.2,29.8,33.9,50.0,86.9,6.0,61.2,8.4,4.9,7.1,74.2,17.4
Ozzy Diaz,,76.0,79.0,Orthodox,10,4,7.0,2.0,1.0,4.0,0.0,0.0,49.2,,,2026-05-09,,35.0,L,,,,,,Ateba Gautier,USA,,False,False,,,,,,0.0,,4.0,81.75,1.0,49.5,0.75,49.25,1.0,5.325,0.0,6.516,30.2,9.6,9.1,0.0,81.2,84.5,10.6,96.9,4.1,3.1,5.0,95.4,0.5
JooSang Yoo,,67.0,71.0,Orthodox,9,1,4.0,1.0,4.0,1.0,0.0,0.0,,,,2025-10-04,,32.0,L,KO/TKO,,,,,Daniel Santos,South Korea,,False,False,,,,,,0.5,,2.0,31.5,0.0,,0.5,14.5,1.0,,,,5.8,,,,,,,,,,,,
Mike Malott,,73.0,73.0,Orthodox,14,2,6.0,6.0,2.0,2.0,0.0,0.0,51.9,57.1,66.7,2026-04-18,,34.0,W,,,,,,Gilbert Burns,Canada,,False,False,,,,,,0.556,45.3,9.0,64.67,1.56,50.5,0.0,24.0,1.33,3.922,1.558,2.805,77.0,21.3,14.4,13.9,64.4,60.3,19.9,84.4,20.4,1.7,19.9,76.9,2.8
Jhonata Diniz,,76.0,79.5,Orthodox,9,2,7.0,0.0,2.0,2.0,0.0,0.0,56.4,,70.4,2025-10-11,,35.0,L,KO/TKO,,,,,Mario Pinto,Brazil,,False,False,,,,,,0.5,,6.0,68.5,0.0,57.7,0.0,36.0,4.5,3.892,0.0,3.623,59.6,6.5,13.4,2.6,80.1,75.4,5.6,94.0,29.2,3.4,19.0,69.9,0.9
Kyle Daukaus,,74.0,76.0,Southpaw,17,5,2.0,12.0,3.0,3.0,0.0,2.0,53.1,25.6,79.2,2026-06-15,,33.0,L,,,,,,Bo Nickal,USA,,False,False,,,,,,0.182,20.3,11.0,45.36,3.91,51.6,0.455,22.36,2.18,3.163,1.969,2.936,83.8,10.2,26.8,24.2,63.0,73.2,15.5,62.6,30.5,13.2,11.3,48.8,20.7
Nate Landwehr,,69.0,72.0,Orthodox,18,8,9.0,2.0,7.0,5.0,1.0,2.0,45.8,41.7,71.9,2026-04-11,,38.0,L,,,,,,Cub Swanson,USA,,False,False,,,,,,0.067,36.1,15.0,83.2,0.8,43.4,0.467,40.87,2.13,4.363,0.573,4.684,130.9,9.0,20.2,4.4,70.8,73.2,14.0,76.2,6.7,19.4,12.8,86.6,6.7
Chelsea Chandler,,68.0,68.0,Southpaw,7,4,2.0,2.0,3.0,1.0,0.0,3.0,45.0,60.0,25.0,2026-06-06,,35.0,W,,,,,,Priscila Cachoeira,USA,,False,False,,,,,,0.125,65.1,8.0,54.12,0.62,44.5,0.125,29.62,1.0,2.282,0.527,2.773,85.5,21.1,27.4,17.4,51.5,70.3,26.7,61.5,5.1,21.0,3.1,73.4,21.5
Katlyn Cerminara,,69.0,68.0,Orthodox,18,6,2.0,1.0,15.0,2.0,0.0,4.0,34.9,15.6,50.0,2024-03-09,,37.0,L,DEC,,,,,Maycee Barber,USA,,False,False,,,,,,0.05,19.0,20.0,157.95,1.6,35.9,0.05,54.0,2.6,4.007,0.272,3.92,275.5,30.6,17.2,5.3,52.1,61.3,24.4,87.0,3.7,7.8,14.3,87.2,9.1
Eduardo Chapolin,Catchweight,67.0,67.0,Orthodox,15,3,7.0,4.0,4.0,0.0,2.0,1.0,,83.3,75.0,2026-08-15,,30.0,L,SUB,,,,,Charles Johnson,Brazil,0.0,False,False,,,,,,0.0,83.3,1.0,92.0,6.0,,0.0,24.0,8.0,,,,15.0,,,,,,,,,,,,
Timmy Cuamba,,69.0,71.0,Orthodox,10,4,5.0,0.0,5.0,0.0,2.0,2.0,43.0,31.6,71.4,2026-05-16,,27.0,L,,,,,,Bernardo Sopaj,USA,,False,False,,,,,,0.167,34.4,6.0,85.33,3.17,44.2,0.333,47.33,3.5,2.882,1.179,3.721,76.3,22.9,15.8,6.4,61.3,61.8,25.0,85.9,9.5,7.7,13.2,85.6,4.9
Farés Ziam,,73.0,75.0,Orthodox,18,5,7.0,4.0,7.0,0.0,3.0,2.0,52.4,42.9,70.8,2026-06-06,,29.0,L,,,,,,Tom Nolan,France,,False,False,,,,,,0.182,53.4,11.0,67.45,3.82,57.2,0.0,20.91,6.55,2.68,1.86,1.585,145.2,25.2,33.9,17.7,40.9,65.6,18.5,69.7,16.1,12.6,15.9,68.3,15.7
Losene Keita,,67.0,72.0,Orthodox,16,2,10.0,0.0,6.0,1.0,0.0,1.0,43.7,,,2026-03-21,,28.0,L,,,,,,Nathaniel Wood,Belgium,,False,False,,,,,,0.0,,1.0,119.0,0.0,43.7,0.0,67.0,1.0,,,,15.0,49.3,3.0,,47.8,,,,0.0,,,100.0,0.0
Nora Cornolle,,67.0,67.0,Orthodox,9,4,6.0,2.0,1.0,0.0,1.0,3.0,55.1,11.1,47.6,2026-02-21,,36.0,L,SUB,,,,,Joselyne Edwards,France,,False,False,,,,,,0.167,11.1,6.0,56.0,1.5,55.3,0.0,23.0,3.5,2.733,0.222,2.038,67.7,14.5,22.5,1.1,63.0,39.5,31.4,57.8,19.6,41.1,29.2,65.9,14.5
Oumar Sy,,76.0,83.0,Orthodox,12,2,5.0,4.0,3.0,0.0,1.0,1.0,48.3,35.0,,2026-03-14,,30.0,L,,,,,,Ion Cutelaba,France,,False,False,,,,,,0.0,33.2,5.0,60.4,4.0,46.5,0.0,16.0,0.6,3.41,2.452,1.868,42.8,27.5,20.0,8.9,52.5,51.4,19.2,82.9,3.8,8.2,29.5,90.0,6.2
Muhammad Naimov,,69.0,70.0,Orthodox,13,4,6.0,2.0,5.0,1.0,1.0,2.0,40.7,30.0,68.4,2025-12-06,,32.0,L,KO/TKO,,,,,Mairon Santos,Tajikistan,,False,False,,,,,,0.125,29.2,8.0,69.75,3.75,38.7,0.125,37.88,4.75,2.513,1.495,3.355,90.3,21.1,26.4,10.6,52.5,59.0,23.3,69.2,5.6,20.3,17.6,71.0,23.4
Klaudia Syguła,,68.0,69.0,Orthodox,8,2,2.0,1.0,5.0,1.0,1.0,0.0,48.2,12.5,40.0,2026-02-07,,27.0,W,,,,,,Priscila Cachoeira,Poland,,False,False,,,,,,0.0,12.1,3.0,182.67,2.67,47.8,0.0,66.67,1.67,7.266,0.413,5.505,36.3,16.0,12.5,1.1,71.5,71.6,17.4,96.6,14.5,2.3,11.0,83.0,2.5
Modestas Bukauskas,,75.0,76.0,Switch,20,7,11.0,3.0,6.0,5.0,1.0,1.0,43.0,,82.1,2026-05-16,,32.0,W,,,,,,Christian Edwards,Lithuania,,False,False,,,,,,0.077,,13.0,73.46,0.23,44.3,0.385,38.85,2.15,3.139,0.229,3.857,130.9,25.1,34.9,4.6,40.0,72.3,17.0,86.4,1.8,9.0,10.7,87.5,10.7
MarQuel Mederos,,70.0,69.5,Orthodox,11,1,6.0,0.0,5.0,0.0,0.0,1.0,58.4,8.3,82.9,2026-04-11,,29.0,D,,,,,,Chris Padilla,USA,,False,False,,,,,,0.4,11.8,5.0,119.8,2.4,60.8,0.0,58.8,7.0,5.456,0.234,4.583,64.2,19.7,18.4,4.0,61.9,59.1,16.0,84.0,1.4,12.0,24.9,88.8,9.9
Terrance Chatman,,74.0,76.0,Orthodox,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2026-07-19,,29.0,D,,,,,,Juan Torres,USA,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Padilla,,69.0,74.0,Orthodox,17,6,9.0,5.0,3.0,1.0,2.0,3.0,54.2,28.6,80.0,2026-04-11,,30.0,D,,,,,,MarQuel Mederos,USA,,False,False,,,,,,0.0,23.6,11.0,55.36,1.27,54.2,0.0,23.64,0.91,4.665,0.848,3.676,70.7,20.0,18.5,5.2,61.5,50.3,16.7,82.7,0.0,12.1,33.0,89.2,10.8
Mason Jones,,70.0,74.0,Orthodox,18,2,8.0,3.0,7.0,0.0,0.0,2.0,42.8,55.3,73.9,2026-03-21,,31.0,W,,,,,,Axel Sola,Wales,,False,False,,,,,,0.143,65.3,7.0,180.43,5.43,42.4,0.286,57.57,3.29,5.976,3.479,4.451,90.5,9.2,23.8,13.3,67.0,69.1,22.9,71.2,5.0,15.5,7.9,84.6,10.4
Anthony Wint,,71.0,78.0,Orthodox,7,0,5.0,1.0,1.0,0.0,0.0,0.0,,,,2026-08-11,,30.0,W,,,,,,Matt Adams,USA,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stan Dorsainvil,,70.0,76.0,Orthodox,5,0,1.0,3.0,1.0,0.0,0.0,0.0,,,,2026-05-22,,26.0,W,,,,,,Dan Holt,USA,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasrat Haqparast,,70.0,72.0,Southpaw,18,6,10.0,0.0,8.0,2.0,1.0,3.0,45.7,20.0,86.0,2025-10-25,,30.0,L,KO/TKO,,,,,Quillan Salkilld,Morocco,,False,False,,,,,,0.318,18.1,22.0,111.5,0.91,46.8,0.091,48.0,2.27,5.756,0.308,5.427,194.6,12.9,19.5,4.8,67.6,74.6,21.8,89.6,1.8,5.5,3.7,93.7,4.5
Jamall Emmers,,70.0,74.0,Orthodox,22,8,9.0,3.0,10.0,3.0,2.0,3.0,49.1,53.3,81.2,2025-11-08,,37.0,W,DEC,,,,,Hyder Amil,USA,,False,False,,,,,,0.308,68.9,13.0,74.08,2.31,48.9,0.154,27.92,1.23,3.901,1.979,2.994,121.3,19.3,19.0,8.0,61.7,59.0,29.0,80.8,4.7,11.2,12.1,85.7,9.6
Marcio Barbosa,,66.0,70.5,Orthodox,18,2,15.0,2.0,1.0,2.0,0.0,0.0,,,,2026-04-18,,28.0,W,,,,,,Dennis Buzukja,Brazil,,False,False,,,,,,1.5,,2.0,41.0,0.0,,0.0,18.5,1.0,,,,5.6,,,,,,,,,,,,
Lerryan Douglas,,70.0,72.0,Orthodox,14,5,8.0,3.0,3.0,2.0,2.0,1.0,,,,2026-03-28,,31.0,W,,,,,,Julian Erosa,Brazil,,False,False,,,,,,2.0,,2.0,28.0,0.0,,0.0,10.0,0.0,,,,4.1,,,,,,,,,,,,
Ryan Kuse,,69.0,71.0,Orthodox,1,1,1.0,0.0,0.0,0.0,0.0,1.0,,,,2024-04-21,,32.0,L,,,,,,Cameron Smotherman,USA,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Rosas Jr.,,69.0,67.0,Switch,12,1,2.0,6.0,4.0,0.0,0.0,1.0,42.4,54.7,,2026-03-07,,21.0,W,DEC,,,,,Rob Font,Mexico,,False,False,,,,,,0.125,66.5,8.0,33.88,8.0,40.3,0.0,13.38,0.5,1.337,6.105,1.244,86.0,9.3,21.5,35.7,69.2,66.1,11.3,63.5,21.5,0.9,22.6,73.8,4.7
Raoni Barcelos,,67.0,67.0,Orthodox,22,5,8.0,3.0,11.0,1.0,1.0,3.0,51.7,31.7,87.8,2026-04-25,,39.0,W,,,,,,Montel Jackson,Brazil,,False,False,,,,,,0.227,28.5,22.0,80.68,4.73,50.5,0.136,38.05,1.86,3.516,1.896,3.205,261.1,14.6,20.3,18.8,65.1,73.2,13.5,74.2,4.4,7.0,13.3,88.5,7.0
Alexander Volkanovski,,66.0,71.5,Orthodox,28,4,13.0,3.0,12.0,3.0,0.0,1.0,57.1,34.0,68.9,2026-01-31,,37.0,W,DEC,,,,,Diego Lopes,Australia,,False,False,,,,,,0.25,26.9,24.0,132.42,4.04,58.3,0.167,41.79,1.88,5.137,1.401,2.839,353.3,15.7,24.1,15.1,60.2,65.0,10.4,76.4,2.5,8.5,24.6,88.0,9.5
Petr Yan,,67.0,67.0,Switch,20,5,7.0,1.0,12.0,0.0,0.0,5.0,54.9,49.2,86.4,2025-12-06,,33.0,W,DEC,,,,,Merab Dvalishvili,Russia,,False,False,,,,,,0.625,45.5,16.0,165.75,4.06,58.0,0.062,74.81,10.56,5.162,1.702,4.244,282.1,13.6,22.6,13.3,63.8,69.2,19.0,74.6,2.6,12.1,11.8,89.1,8.3
Alexander Volkov,,79.0,80.0,Orthodox,40,11,24.0,4.0,12.0,2.0,3.0,6.0,57.7,62.5,69.4,2026-05-09,,37.0,W,,,,,,Waldo Cortes Acosta,Russia,,False,False,,,,,,0.211,47.7,19.0,114.11,0.84,59.7,0.105,39.58,5.16,5.079,0.609,3.055,246.1,23.8,20.3,7.2,55.9,58.7,21.5,84.5,15.6,8.3,19.8,78.9,5.6
Arnold Allen,,68.0,70.0,Southpaw,21,4,7.0,4.0,10.0,0.0,0.0,4.0,44.0,60.0,73.1,2026-05-16,,32.0,W,,,,,,Melquizael Costa,England,,False,False,,,,,,0.211,89.3,19.0,91.53,1.58,51.2,0.0,36.0,4.11,3.111,1.098,2.782,245.9,20.5,24.3,7.1,55.3,73.5,18.0,89.0,2.5,3.9,8.5,89.9,7.6
Dominick Reyes,,76.0,77.0,Southpaw,16,5,10.0,2.0,4.0,4.0,0.0,1.0,53.6,28.6,82.9,2026-04-11,,36.0,W,,,,,,Johnny Walker,USA,,False,False,,,,,,0.438,42.8,16.0,68.5,0.44,58.2,0.25,25.06,2.56,4.973,0.254,3.391,118.3,26.7,20.4,15.0,52.9,56.3,24.0,74.8,3.5,10.2,19.7,92.5,4.0
Abus Magomedov,,74.0,78.0,Orthodox,29,7,14.0,8.0,7.0,2.0,3.0,2.0,48.7,59.1,100.0,2026-06-27,,35.0,W,,,,,,Michal Oleksiejczuk,Germany,,False,False,,,,,,0.118,57.3,17.0,28.88,1.29,50.0,0.176,15.35,0.29,1.967,1.605,2.148,121.5,12.6,20.7,10.0,66.7,56.5,31.0,86.6,7.7,3.3,12.6,91.6,0.8
Grant Dawson,,70.0,72.0,Switch,24,3,5.0,14.0,5.0,3.0,0.0,0.0,51.1,39.6,66.7,2026-05-09,,32.0,W,,,,,,Mateusz Rębecki,USA,,False,False,,,,,,0.062,42.8,16.0,67.56,6.62,48.6,0.188,23.56,0.75,3.137,3.581,2.143,175.9,11.1,22.8,42.0,66.0,69.2,18.8,48.6,15.4,9.4,12.0,72.9,11.7
Movsar Evloev,,67.0,72.5,Orthodox,20,0,3.0,4.0,13.0,0.0,0.0,0.0,47.6,52.6,61.1,2026-03-21,,32.0,W,,,,,,Lerone Murphy,Russia,,False,False,,,,,,0.0,65.2,12.0,109.33,8.08,47.3,0.0,37.33,3.0,3.434,4.203,2.461,182.0,11.6,27.0,16.8,61.4,76.6,15.0,75.2,6.7,8.0,8.3,84.6,8.7
Merab Dvalishvili,,66.0,68.0,Orthodox,21,5,3.0,2.0,16.0,0.0,1.0,4.0,41.6,35.2,76.0,2025-12-06,,35.0,L,DEC,,,,,Petr Yan,Georgia,,False,False,,,,,,0.053,31.7,19.0,167.42,17.79,41.3,0.053,44.11,2.63,4.029,5.44,2.554,328.1,14.3,26.8,21.5,58.8,66.6,17.3,63.6,2.7,14.9,16.1,83.7,13.6
Aaron Pico,,68.0,70.5,Orthodox,14,5,9.0,2.0,3.0,4.0,1.0,0.0,53.8,50.0,,2026-04-11,,29.0,W,,,,,,Patricio Pitbull,USA,,False,False,,,,,,0.0,49.1,2.0,105.0,8.0,54.1,0.5,28.5,0.0,,,,18.4,,,6.2,,76.1,14.2,85.8,,8.0,9.7,,
Azamat Murzakanov,,70.0,71.5,Southpaw,16,1,12.0,1.0,3.0,1.0,0.0,0.0,56.4,20.0,88.9,2026-04-11,,37.0,L,,,,,,Paulo Costa,Russia,,False,False,,,,,,0.778,29.4,9.0,57.56,1.67,55.0,0.111,23.56,1.0,4.392,0.677,3.189,66.5,28.8,25.0,24.3,46.2,70.5,25.7,69.5,2.4,6.2,3.8,88.2,9.4
Cam Rowston,,75.0,78.0,Orthodox,15,3,7.0,6.0,2.0,1.0,0.0,2.0,48.8,44.4,33.3,2026-05-02,,31.0,W,,,,,,Robert Bryczek,Australia,,False,False,,,,,,0.6,44.1,5.0,84.4,1.8,49.1,0.0,19.0,3.0,4.6,1.34,2.121,44.8,26.3,13.7,33.5,60.0,77.7,12.1,55.8,10.5,10.7,10.2,84.2,5.3
Abdul-Rakhman Yakhyaev,,74.0,78.0,Orthodox,10,0,4.0,5.0,1.0,0.0,0.0,0.0,,,,2026-06-27,,25.0,W,,,,,,Julius Walker,Türkiye,,False,False,,,,,,0.75,,4.0,12.75,1.0,,0.0,2.25,0.25,,,,4.0,,,,,,,,,,,,
Gabriel Bonfim,,73.0,72.5,Orthodox,20,1,4.0,13.0,3.0,1.0,0.0,0.0,47.0,53.6,78.9,2026-06-06,,28.0,W,,,,,,Belal Muhammad,Brazil,,False,False,,,,,,0.111,47.3,9.0,98.33,3.11,48.7,0.111,35.11,2.11,4.758,2.573,3.614,87.4,19.0,20.9,1.0,60.1,60.1,13.2,92.1,3.2,7.0,26.7,87.3,9.5
Sean Brady,,70.0,72.0,Orthodox,19,2,3.0,6.0,10.0,2.0,0.0,0.0,53.2,51.5,86.7,2026-05-09,,33.0,W,,,,,,Joaquin Buckley,USA,,False,False,,,,,,0.091,47.7,11.0,102.27,6.18,50.5,0.091,37.0,1.36,4.079,3.575,2.772,146.8,14.5,21.4,24.2,64.1,72.1,6.7,71.8,2.9,4.0,21.2,85.5,11.5
Julien LeBlanc,Middleweight,74.0,74.0,Southpaw,10,3,4.0,4.0,2.0,0.0,1.0,2.0,,,,2026-04-18,,34.0,L,,,,,,Robert Valentin,Canada,,False,True,,,,,,0.0,,1.0,6.0,0.0,,0.0,7.0,1.0,,,,2.4,,,,,,,,,,,,
Court McGee,Welterweight,71.0,75.0,Orthodox,23,14,5.0,6.0,11.0,3.0,0.0,11.0,36.9,24.8,70.8,2025-06-14,,41.0,L,DEC,,,,,Michael Chiesa,USA,,False,True,,,,,,0.086,21.7,35.0,105.71,4.14,35.5,0.2,31.66,1.37,3.387,1.341,2.751,402.8,10.7,19.1,9.0,70.1,51.9,22.8,84.9,2.3,6.1,25.3,88.5,9.1
Eric Nolan,Welterweight,74.0,74.0,Orthodox,8,5,4.0,2.0,2.0,0.0,2.0,3.0,34.6,,44.1,2026-06-27,,28.0,L,,,,,,Farman Hasanov,USA,,False,True,,,,,,0.0,,2.0,53.5,0.5,33.6,0.0,28.5,17.0,,,,22.0,,,,,,,,,,,,
